ftmp_id,size,max,sat,normratio,scale,exp
36,11x160x160x16,19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269 19.11269,13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225 13.736225,,1,0
38,11x160x160x16,10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153 10.505153,6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194 6.237194,,1,0
42,11x160x160x32,16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217,10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501 10.451501,,1,0
44,11x160x160x32,16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217 16.723217,8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082 8.884082,,1,0
47,11x160x160x32,22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634 22.992634,13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351 13.651351,,1,0
51,11x160x160x96,26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926 26.588926,12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761 12.463761,,1,0
55,11x160x160x128,21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651,12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562 12.715562,,1,0
57,11x160x160x128,21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651 21.41651,9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049 9.370049,,1,0
61,11x80x80x128,13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218 13.995218,10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556 10.49556,,1,0
63,11x80x80x128,13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207 13.995207,9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821 9.183821,,1,0
67,11x80x80x128,13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626 13.524626,9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103 9.720103,,1,0
